Htno,Sem,Subcode,Subname,Internal,External,Marks,Dept Name
14NG1A0527,1-2,R13203,ENGG. PHYSICS,12,2,14,CSE
14NG1A0527,1-2,R13209,ENGG. DRAWING,19,0,19,CSE
14NG1A0540,1-2,R13209,ENGG. DRAWING,19,0,19,CSE
14NG1A0543,1-2,R13201,ENGLISH-II,13,26,39,CSE
14NG1A0543,1-2,R13203,ENGG. PHYSICS,13,0,13,CSE
14NG1A0543,1-2,R13209,ENGG. DRAWING,20,0,20,CSE
14NG1A0544,1-2,R13203,ENGG. PHYSICS,18,10,28,CSE
14NG1A0547,1-2,R13202,MATHEMATICS-III,14,46,60,CSE
14NG1A0557,1-2,R13202,MATHEMATICS-III,13,28,41,CSE
14NG1A0557,1-2,R13203,ENGG. PHYSICS,18,1,19,CSE
14NG1A0557,1-2,R13209,ENGG. DRAWING,19,0,19,CSE
14NG1A0574,1-2,R13203,ENGG. PHYSICS,19,13,32,CSE
14NG1A0576,1-2,R13203,ENGG. PHYSICS,18,6,24,CSE
14NG1A0578,1-2,R13203,ENGG. PHYSICS,21,24,45,CSE
14NG1A0578,1-2,R13209,ENGG. DRAWING,22,28,50,CSE
14NG1A0579,1-2,R13203,ENGG. PHYSICS,18,10,28,CSE
14NG1A0580,1-2,R13203,ENGG. PHYSICS,17,9,26,CSE
14NG1A0582,1-2,R13202,MATHEMATICS-III,16,0,16,CSE
14NG1A0582,1-2,R13203,ENGG. PHYSICS,17,0,17,CSE
14NG1A0583,1-2,R13209,ENGG. DRAWING,20,9,29,CSE
14NG1A0584,1-2,R13203,ENGG. PHYSICS,16,10,26,CSE
14NG1A0587,1-2,R13203,ENGG. PHYSICS,18,4,22,CSE
14NG1A0588,1-2,R13209,ENGG. DRAWING,16,6,22,CSE
14NG1A0590,1-2,R13203,ENGG. PHYSICS,17,8,25,CSE
14NG1A0591,1-2,R13209,ENGG. DRAWING,23,2,25,CSE
14NG1A0592,1-2,R13201,ENGLISH-II,15,0,15,CSE
14NG1A0592,1-2,R13202,MATHEMATICS-III,16,28,44,CSE
14NG1A0592,1-2,R13203,ENGG. PHYSICS,16,2,18,CSE
14NG1A0592,1-2,R13207,MATHEMATICS-II (MM),16,31,47,CSE
14NG1A0592,1-2,R13209,ENGG. DRAWING,17,7,24,CSE
14NG1A05A0,1-2,R13203,ENGG. PHYSICS,17,4,21,CSE
14NG1A05A0,1-2,R13207,MATHEMATICS-II (MM),17,31,48,CSE
14NG1A1201,1-2,R13202,MATHEMATICS-III,16,28,44,IT
14NG1A1201,1-2,R13203,ENGG. PHYSICS,19,3,22,IT
14NG1A1204,1-2,R13203,ENGG. PHYSICS,18,4,22,IT
14NG1A1214,1-2,R13207,MATHEMATICS-II (MM),19,18,37,IT
15NG1A0101,1-2,R13208,PROFESSIONAL ETHICS & HUMAN VALUES,25,33,58,CE
15NG1A0102,1-2,R13202,MATHEMATICS-III,27,16,43,CE
15NG1A0102,1-2,R13203,ENGG. PHYSICS,16,0,16,CE
15NG1A0102,1-2,R13207,MATHEMATICS-II (MM),20,3,23,CE
15NG1A0104,1-2,R13203,ENGG. PHYSICS,18,2,20,CE
15NG1A0104,1-2,R13209,ENGG. DRAWING,24,7,31,CE
15NG1A0106,1-2,R13203,ENGG. PHYSICS,25,2,27,CE
15NG1A0107,1-2,R13201,ENGLISH-II,25,35,60,CE
15NG1A0107,1-2,R13203,ENGG. PHYSICS,17,8,25,CE
15NG1A0107,1-2,R13209,ENGG. DRAWING,29,4,33,CE
15NG1A0110,1-2,R13202,MATHEMATICS-III,26,34,60,CE
15NG1A0113,1-2,R13201,ENGLISH-II,19,26,45,CE
15NG1A0113,1-2,R13202,MATHEMATICS-III,28,30,58,CE
15NG1A0113,1-2,R13203,ENGG. PHYSICS,18,11,29,CE
15NG1A0113,1-2,R13207,MATHEMATICS-II (MM),18,36,54,CE
15NG1A0113,1-2,R13208,PROFESSIONAL ETHICS & HUMAN VALUES,22,29,51,CE
15NG1A0113,1-2,R13209,ENGG. DRAWING,24,0,24,CE
15NG1A0115,1-2,R13203,ENGG. PHYSICS,24,35,59,CE
15NG1A0117,1-2,R13209,ENGG. DRAWING,25,6,31,CE
15NG1A0119,1-2,R13202,MATHEMATICS-III,26,3,29,CE
15NG1A0120,1-2,R13203,ENGG. PHYSICS,21,32,53,CE
15NG1A0123,1-2,R13201,ENGLISH-II,18,25,43,CE
15NG1A0123,1-2,R13202,MATHEMATICS-III,15,0,15,CE
15NG1A0123,1-2,R13203,ENGG. PHYSICS,11,0,11,CE
15NG1A0123,1-2,R13207,MATHEMATICS-II (MM),16,0,16,CE
15NG1A0123,1-2,R13208,PROFESSIONAL ETHICS & HUMAN VALUES,12,19,31,CE
15NG1A0123,1-2,R13209,ENGG. DRAWING,22,2,24,CE
15NG1A0127,1-2,R13203,ENGG. PHYSICS,22,4,26,CE
15NG1A0129,1-2,R13203,ENGG. PHYSICS,20,9,29,CE
15NG1A0130,1-2,R13202,MATHEMATICS-III,26,8,34,CE
15NG1A0130,1-2,R13209,ENGG. DRAWING,27,8,35,CE
15NG1A0131,1-2,R13203,ENGG. PHYSICS,20,6,26,CE
15NG1A0131,1-2,R13208,PROFESSIONAL ETHICS & HUMAN VALUES,22,40,62,CE
15NG1A0131,1-2,R13209,ENGG. DRAWING,24,4,28,CE
15NG1A0133,1-2,R13203,ENGG. PHYSICS,25,3,28,CE
15NG1A0134,1-2,R13202,MATHEMATICS-III,20,8,28,CE
15NG1A0134,1-2,R13203,ENGG. PHYSICS,20,29,49,CE
15NG1A0134,1-2,R13209,ENGG. DRAWING,25,10,35,CE
15NG1A0135,1-2,R13202,MATHEMATICS-III,18,0,18,CE
15NG1A0135,1-2,R13203,ENGG. PHYSICS,17,24,41,CE
15NG1A0135,1-2,R13208,PROFESSIONAL ETHICS & HUMAN VALUES,20,25,45,CE
15NG1A0135,1-2,R13209,ENGG. DRAWING,19,2,21,CE
15NG1A0139,1-2,R13203,ENGG. PHYSICS,21,1,22,CE
15NG1A0140,1-2,R13203,ENGG. PHYSICS,16,0,16,CE
15NG1A0140,1-2,R13208,PROFESSIONAL ETHICS & HUMAN VALUES,19,13,32,CE
15NG1A0141,1-2,R13202,MATHEMATICS-III,18,7,25,CE
15NG1A0141,1-2,R13203,ENGG. PHYSICS,22,0,22,CE
15NG1A0141,1-2,R13209,ENGG. DRAWING,25,0,25,CE
15NG1A0142,1-2,R13203,ENGG. PHYSICS,17,0,17,CE
15NG1A0145,1-2,R13203,ENGG. PHYSICS,20,7,27,CE
15NG1A0146,1-2,R13203,ENGG. PHYSICS,21,5,26,CE
15NG1A0147,1-2,R13203,ENGG. PHYSICS,25,37,62,CE
15NG1A0150,1-2,R13203,ENGG. PHYSICS,23,30,53,CE
15NG1A0150,1-2,R13209,ENGG. DRAWING,27,13,40,CE
15NG1A0151,1-2,R13203,ENGG. PHYSICS,16,0,16,CE
15NG1A0151,1-2,R13207,MATHEMATICS-II (MM),16,0,16,CE
15NG1A0151,1-2,R13209,ENGG. DRAWING,16,5,21,CE
15NG1A0154,1-2,R13203,ENGG. PHYSICS,19,0,19,CE
15NG1A0156,1-2,R13208,PROFESSIONAL ETHICS & HUMAN VALUES,25,33,58,CE
15NG1A0157,1-2,R13209,ENGG. DRAWING,24,7,31,CE
15NG1A0158,1-2,R13203,ENGG. PHYSICS,25,3,28,CE
15NG1A0158,1-2,R13209,ENGG. DRAWING,25,5,30,CE
15NG1A0159,1-2,R13202,MATHEMATICS-III,19,0,19,CE
15NG1A0159,1-2,R13203,ENGG. PHYSICS,22,0,22,CE
15NG1A0159,1-2,R13209,ENGG. DRAWING,22,0,22,CE
15NG1A0160,1-2,R13202,MATHEMATICS-III,23,36,59,CE
15NG1A0160,1-2,R13208,PROFESSIONAL ETHICS & HUMAN VALUES,23,37,60,CE
15NG1A0164,1-2,R13203,ENGG. PHYSICS,24,0,24,CE
15NG1A0164,1-2,R13208,PROFESSIONAL ETHICS & HUMAN VALUES,28,33,61,CE
15NG1A0164,1-2,R13209,ENGG. DRAWING,24,0,24,CE
15NG1A0167,1-2,R13209,ENGG. DRAWING,25,0,25,CE
15NG1A0168,1-2,R13202,MATHEMATICS-III,21,2,23,CE
15NG1A0168,1-2,R13203,ENGG. PHYSICS,19,0,19,CE
15NG1A0168,1-2,R13208,PROFESSIONAL ETHICS & HUMAN VALUES,26,14,40,CE
15NG1A0168,1-2,R13209,ENGG. DRAWING,22,4,26,CE
15NG1A0169,1-2,R13202,MATHEMATICS-III,22,5,27,CE
15NG1A0169,1-2,R13203,ENGG. PHYSICS,23,1,24,CE
15NG1A0170,1-2,R13203,ENGG. PHYSICS,20,0,20,CE
15NG1A0170,1-2,R13209,ENGG. DRAWING,17,1,18,CE
15NG1A0171,1-2,R13202,MATHEMATICS-III,20,10,30,CE
15NG1A0171,1-2,R13203,ENGG. PHYSICS,18,0,18,CE
15NG1A0171,1-2,R13207,MATHEMATICS-II (MM),12,9,21,CE
15NG1A0171,1-2,R13209,ENGG. DRAWING,19,2,21,CE
15NG1A0172,1-2,R13203,ENGG. PHYSICS,8,0,8,CE
15NG1A0172,1-2,R13208,PROFESSIONAL ETHICS & HUMAN VALUES,24,16,40,CE
15NG1A0172,1-2,R13209,ENGG. DRAWING,19,1,20,CE
15NG1A0173,1-2,R13201,ENGLISH-II,19,28,47,CE
15NG1A0173,1-2,R13202,MATHEMATICS-III,18,4,22,CE
15NG1A0175,1-2,R13202,MATHEMATICS-III,13,0,13,CE
15NG1A0175,1-2,R13203,ENGG. PHYSICS,16,0,16,CE
15NG1A0175,1-2,R13207,MATHEMATICS-II (MM),16,0,16,CE
15NG1A0175,1-2,R13209,ENGG. DRAWING,24,4,28,CE
15NG1A0176,1-2,R13202,MATHEMATICS-III,17,29,46,CE
15NG1A0176,1-2,R13207,MATHEMATICS-II (MM),17,29,46,CE
15NG1A0176,1-2,R13208,PROFESSIONAL ETHICS & HUMAN VALUES,24,30,54,CE
15NG1A0202,1-2,R13204,ENGG. CHEMISTRY,17,5,22,EEE
15NG1A0202,1-2,R13205,C PROGRAMMING,19,2,21,EEE
15NG1A0202,1-2,R13212,ELECTRICAL CIRCUITS ANALYSIS-I,17,0,17,EEE
15NG1A0203,1-2,R13205,C PROGRAMMING,25,11,36,EEE
15NG1A0205,1-2,R13212,ELECTRICAL CIRCUITS ANALYSIS-I,23,5,28,EEE
15NG1A0206,1-2,R13204,ENGG. CHEMISTRY,23,4,27,EEE
15NG1A0206,1-2,R13210,ENGG. MECHANICS,24,35,59,EEE
15NG1A0207,1-2,R13205,C PROGRAMMING,21,2,23,EEE
15NG1A0207,1-2,R13212,ELECTRICAL CIRCUITS ANALYSIS-I,27,4,31,EEE
15NG1A0209,1-2,R13202,MATHEMATICS-III,13,38,51,EEE
15NG1A0209,1-2,R13212,ELECTRICAL CIRCUITS ANALYSIS-I,22,3,25,EEE
15NG1A0212,1-2,R13204,ENGG. CHEMISTRY,22,3,25,EEE
15NG1A0212,1-2,R13210,ENGG. MECHANICS,28,39,67,EEE
15NG1A0215,1-2,R13205,C PROGRAMMING,22,33,55,EEE
15NG1A0217,1-2,R13212,ELECTRICAL CIRCUITS ANALYSIS-I,22,6,28,EEE
15NG1A0218,1-2,R13204,ENGG. CHEMISTRY,24,1,25,EEE
15NG1A0218,1-2,R13210,ENGG. MECHANICS,24,43,67,EEE
15NG1A0218,1-2,R13212,ELECTRICAL CIRCUITS ANALYSIS-I,24,9,33,EEE
15NG1A0224,1-2,R13210,ENGG. MECHANICS,25,37,62,EEE
15NG1A0225,1-2,R13202,MATHEMATICS-III,13,32,45,EEE
15NG1A0225,1-2,R13212,ELECTRICAL CIRCUITS ANALYSIS-I,18,5,23,EEE
15NG1A0228,1-2,R13205,C PROGRAMMING,20,29,49,EEE
15NG1A0228,1-2,R13210,ENGG. MECHANICS,30,56,86,EEE
15NG1A0230,1-2,R13212,ELECTRICAL CIRCUITS ANALYSIS-I,29,12,41,EEE
15NG1A0235,1-2,R13210,ENGG. MECHANICS,26,60,86,EEE
15NG1A0301,1-2,R13209,ENGG. DRAWING,28,38,66,ME
15NG1A0304,1-2,R13203,ENGG. PHYSICS,17,0,17,ME
15NG1A0304,1-2,R13207,MATHEMATICS-II (MM),18,29,47,ME
15NG1A0304,1-2,R13209,ENGG. DRAWING,28,37,65,ME
15NG1A0305,1-2,R13209,ENGG. DRAWING,27,46,73,ME
15NG1A0306,1-2,R13202,MATHEMATICS-III,20,28,48,ME
15NG1A0306,1-2,R13203,ENGG. PHYSICS,16,8,24,ME
15NG1A0306,1-2,R13209,ENGG. DRAWING,16,29,45,ME
15NG1A0307,1-2,R13202,MATHEMATICS-III,25,38,63,ME
15NG1A0307,1-2,R13203,ENGG. PHYSICS,25,29,54,ME
15NG1A0308,1-2,R13209,ENGG. DRAWING,29,54,83,ME
15NG1A0311,1-2,R13203,ENGG. PHYSICS,27,33,60,ME
15NG1A0313,1-2,R13208,PROFESSIONAL ETHICS & HUMAN VALUES,23,29,52,ME
15NG1A0313,1-2,R13209,ENGG. DRAWING,23,40,63,ME
15NG1A0315,1-2,R13203,ENGG. PHYSICS,16,0,16,ME
15NG1A0315,1-2,R13209,ENGG. DRAWING,28,29,57,ME
15NG1A0318,1-2,R13202,MATHEMATICS-III,17,28,45,ME
15NG1A0318,1-2,R13203,ENGG. PHYSICS,25,10,35,ME
15NG1A0320,1-2,R13202,MATHEMATICS-III,16,28,44,ME
15NG1A0322,1-2,R13203,ENGG. PHYSICS,20,41,61,ME
15NG1A0322,1-2,R13209,ENGG. DRAWING,24,35,59,ME
15NG1A0323,1-2,R13201,ENGLISH-II,18,25,43,ME
15NG1A0325,1-2,R13202,MATHEMATICS-III,19,10,29,ME
15NG1A0327,1-2,R13201,ENGLISH-II,18,26,44,ME
15NG1A0327,1-2,R13209,ENGG. DRAWING,20,29,49,ME
15NG1A0328,1-2,R13209,ENGG. DRAWING,25,41,66,ME
15NG1A0331,1-2,R13203,ENGG. PHYSICS,17,5,22,ME
15NG1A0331,1-2,R13209,ENGG. DRAWING,27,0,27,ME
15NG1A0332,1-2,R13203,ENGG. PHYSICS,17,0,17,ME
15NG1A0332,1-2,R13209,ENGG. DRAWING,26,38,64,ME
15NG1A0333,1-2,R13202,MATHEMATICS-III,17,31,48,ME
15NG1A0333,1-2,R13203,ENGG. PHYSICS,17,1,18,ME
15NG1A0333,1-2,R13209,ENGG. DRAWING,24,4,28,ME
15NG1A0336,1-2,R13203,ENGG. PHYSICS,19,2,21,ME
15NG1A0337,1-2,R13203,ENGG. PHYSICS,16,6,22,ME
15NG1A0337,1-2,R13209,ENGG. DRAWING,25,29,54,ME
15NG1A0341,1-2,R13202,MATHEMATICS-III,16,28,44,ME
15NG1A0341,1-2,R13203,ENGG. PHYSICS,17,0,17,ME
15NG1A0341,1-2,R13207,MATHEMATICS-II (MM),22,5,27,ME
15NG1A0341,1-2,R13209,ENGG. DRAWING,17,10,27,ME
15NG1A0342,1-2,R13203,ENGG. PHYSICS,17,4,21,ME
15NG1A0343,1-2,R13209,ENGG. DRAWING,27,41,68,ME
15NG1A0345,1-2,R13203,ENGG. PHYSICS,22,24,46,ME
15NG1A0345,1-2,R13208,PROFESSIONAL ETHICS & HUMAN VALUES,22,32,54,ME
15NG1A0345,1-2,R13209,ENGG. DRAWING,25,45,70,ME
15NG1A0348,1-2,R13203,ENGG. PHYSICS,16,0,16,ME
15NG1A0348,1-2,R13209,ENGG. DRAWING,23,35,58,ME
15NG1A0349,1-2,R13201,ENGLISH-II,16,24,40,ME
15NG1A0349,1-2,R13208,PROFESSIONAL ETHICS & HUMAN VALUES,17,8,25,ME
15NG1A0351,1-2,R13203,ENGG. PHYSICS,16,1,17,ME
15NG1A0351,1-2,R13209,ENGG. DRAWING,19,18,37,ME
15NG1A0354,1-2,R13202,MATHEMATICS-III,21,12,33,ME
15NG1A0354,1-2,R13208,PROFESSIONAL ETHICS & HUMAN VALUES,23,34,57,ME
15NG1A0354,1-2,R13209,ENGG. DRAWING,27,0,27,ME
15NG1A0365,1-2,R13203,ENGG. PHYSICS,26,3,29,ME
15NG1A0366,1-2,R13209,ENGG. DRAWING,25,46,71,ME
15NG1A0368,1-2,R13201,ENGLISH-II,17,24,41,ME
15NG1A0368,1-2,R13209,ENGG. DRAWING,22,10,32,ME
15NG1A0370,1-2,R13203,ENGG. PHYSICS,16,0,16,ME
15NG1A0371,1-2,R13202,MATHEMATICS-III,13,2,15,ME
15NG1A0371,1-2,R13207,MATHEMATICS-II (MM),23,0,23,ME
